@PARENT
# Resource-consumption NWA: n=1 processes, k=9 resources
# Single-state parent: on s_i it calls child i, otherwise SILENT.
final: q0

s1 : 1, q0 -> q0     # Call child 1
a1_4 : 0, track1_3 -> track1_11
a1_5 : 0, track1_3 -> track1_19
a1_6 : 0, track1_3 -> track1_35
a1_7 : 0, track1_3 -> track1_67
a1_8 : 0, track1_3 -> track1_131
a1_9 : 0, track1_3 -> track1_259

# Tracking state track1_4: mask=4 (popcount=1)
s1 : 0, track1_4 -> rej1
t1 : 1, track1_4 -> acc1
a1_1 : 0, track1_4 -> track1_5
a1_2 : 0, track1_4 -> track1_6
a1_3 : 0, track1_4 -> track1_4
a1_4 : 0, track1_4 -> track1_12
a1_5 : 0, track1_4 -> track1_20
a1_6 : 0, track1_4 -> track1_36
a1_7 : 0, track1_4 -> track1_68
a1_8 : 0, track1_4 -> track1_132
a1_9 : 0, track1_4 -> track1_260

# Tracking state track1_5: mask=5 (popcount=2)
s1 : 0, track1_5 -> rej1
t1 : 2, track1_5 -> acc1
a1_1 : 0, track1_5 -> track1_5
a1_2 : 0, track1_5 -> track1_7
a1_3 : 0, track1_5 -> track1_5
a1_4 : 0, track1_5 -> track1_13
a1_5 : 0, track1_5 -> track1_21
a1_6 : 0, track1_5 -> track1_37
a1_7 : 0, track1_5 -> track1_69
a1_8 : 0, track1_5 -> track1_133
a1_9 : 0, track1_5 -> track1_261

# Tracking state track1_6: mask=6 (popcount=2)
s1 : 0, track1_6 -> rej1
t1 : 2, track1_6 -> acc1
a1_1 : 0, track1_6 -> track1_7
a1_2 : 0, track1_6 -> track1_6
a1_3 : 0, track1_6 -> track1_6
a1_4 : 0, track1_6 -> track1_14
a1_5 : 0, track1_6 -> track1_22
a1_6 : 0, track1_6 -> track1_38
a1_7 : 0, track1_6 -> track1_70
a1_8 : 0, track1_6 -> track1_134
a1_9 : 0, track1_6 -> track1_262

# Tracking state track1_7: mask=7 (popcount=3)
s1 : 0, track1_7 -> rej1
t1 : 3, track1_7 -> acc1
a1_1 : 0, track1_7 -> track1_7
a1_2 : 0, track1_7 -> track1_7
a1_3 : 0, track1_7 -> track1_7
a1_4 : 0, track1_7 -> track1_15
a1_5 : 0, track1_7 -> track1_23
a1_6 : 0, track1_7 -> track1_39
a1_7 : 0, track1_7 -> track1_71
a1_8 : 0, track1_7 -> track1_135
a1_9 : 0, track1_7 -> track1_263

# Tracking state track1_8: mask=8 (popcount=1)
s1 : 0, track1_8 -> rej1
t1 : 1, track1_8 -> acc1
a1_1 : 0, track1_8 -> track1_9
a1_2 : 0, track1_8 -> track1_10
a1_3 : 0, track1_8 -> track1_12
a1_4 : 0, track1_8 -> track1_8
a1_5 : 0, track1_8 -> track1_24
a1_6 : 0, track1_8 -> track1_40
a1_7 : 0, track1_8 -> track1_72
a1_8 : 0, track1_8 -> track1_136
a1_9 : 0, track1_8 -> track1_264

# Tracking state track1_9: mask=9 (popcount=2)
s1 : 0, track1_9 -> rej1
t1 : 2, track1_9 -> acc1
a1_1 : 0, track1_9 -> track1_9
a1_2 : 0, track1_9 -> track1_11
a1_3 : 0, track1_9 -> track1_13
a1_4 : 0, track1_9 -> track1_9
a1_5 : 0, track1_9 -> track1_25
a1_6 : 0, track1_9 -> track1_41
a1_7 : 0, track1_9 -> track1_73
a1_8 : 0, track1_9 -> track1_137
a1_9 : 0, track1_9 -> track1_265

# Tracking state track1_10: mask=10 (popcount=2)
s1 : 0, track1_10 -> rej1
t1 : 2, track1_10 -> acc1
a1_1 : 0, track1_10 -> track1_11
a1_2 : 0, track1_10 -> track1_10
a1_3 : 0, track1_10 -> track1_14
a1_4 : 0, track1_10 -> track1_10
a1_5 : 0, track1_10 -> track1_26
a1_6 : 0, track1_10 -> track1_42
a1_7 : 0, track1_10 -> track1_74
a1_8 : 0, track1_10 -> track1_138
a1_9 : 0, track1_10 -> track1_266

# Tracking state track1_11: mask=11 (popcount=3)
s1 : 0, track1_11 -> rej1
t1 : 3, track1_11 -> acc1
a1_1 : 0, track1_11 -> track1_11
a1_2 : 0, track1_11 -> track1_11
a1_3 : 0, track1_11 -> track1_15
a1_4 : 0, track1_11 -> track1_11
a1_5 : 0, track1_11 -> track1_27
a1_6 : 0, track1_11 -> track1_43
a1_7 : 0, track1_11 -> track1_75
a1_8 : 0, track1_11 -> track1_139
a1_9 : 0, track1_11 -> track1_267

# Tracking state track1_12: mask=12 (popcount=2)
s1 : 0, track1_12 -> rej1
t1 : 2, track1_12 -> acc1
a1_1 : 0, track1_12 -> track1_13
a1_2 : 0, track1_12 -> track1_14
a1_3 : 0, track1_12 -> track1_12
a1_4 : 0, track1_12 -> track1_12
a1_5 : 0, track1_12 -> track1_28
a1_6 : 0, track1_12 -> track1_44
a1_7 : 0, track1_12 -> track1_76
a1_8 : 0, track1_12 -> track1_140
a1_9 : 0, track1_12 -> track1_268

# Tracking state track1_13: mask=13 (popcount=3)
s1 : 0, track1_13 -> rej1
t1 : 3, track1_13 -> acc1
a1_1 : 0, track1_13 -> track1_13
a1_2 : 0, track1_13 -> track1_15
a1_3 : 0, track1_13 -> track1_13
a1_4 : 0, track1_13 -> track1_13
a1_5 : 0, track1_13 -> track1_29
a1_6 : 0, track1_13 -> track1_45
a1_7 : 0, track1_13 -> track1_77
a1_8 : 0, track1_13 -> track1_141
a1_9 : 0, track1_13 -> track1_269

# Tracking state track1_14: mask=14 (popcount=3)
s1 : 0, track1_14 -> rej1
t1 : 3, track1_14 -> acc1
a1_1 : 0, track1_14 -> track1_15
a1_2 : 0, track1_14 -> track1_14
a1_3 : 0, track1_14 -> track1_14
a1_4 : 0, track1_14 -> track1_14
a1_5 : 0, track1_14 -> track1_30
a1_6 : 0, track1_14 -> track1_46
a1_7 : 0, track1_14 -> track1_78
a1_8 : 0, track1_14 -> track1_142
a1_9 : 0, track1_14 -> track1_270

# Tracking state track1_15: mask=15 (popcount=4)
s1 : 0, track1_15 -> rej1
t1 : 4, track1_15 -> acc1
a1_1 : 0, track1_15 -> track1_15
a1_2 : 0, track1_15 -> track1_15
a1_3 : 0, track1_15 -> track1_15
a1_4 : 0, track1_15 -> track1_15
a1_5 : 0, track1_15 -> track1_31
a1_6 : 0, track1_15 -> track1_47
a1_7 : 0, track1_15 -> track1_79
a1_8 : 0, track1_15 -> track1_143
a1_9 : 0, track1_15 -> track1_271

# Tracking state track1_16: mask=16 (popcount=1)
s1 : 0, track1_16 -> rej1
t1 : 1, track1_16 -> acc1
a1_1 : 0, track1_16 -> track1_17
a1_2 : 0, track1_16 -> track1_18
a1_3 : 0, track1_16 -> track1_20
a1_4 : 0, track1_16 -> track1_24
a1_5 : 0, track1_16 -> track1_16
a1_6 : 0, track1_16 -> track1_48
a1_7 : 0, track1_16 -> track1_80
a1_8 : 0, track1_16 -> track1_144
a1_9 : 0, track1_16 -> track1_272

# Tracking state track1_17: mask=17 (popcount=2)
s1 : 0, track1_17 -> rej1
t1 : 2, track1_17 -> acc1
a1_1 : 0, track1_17 -> track1_17
a1_2 : 0, track1_17 -> track1_19
a1_3 : 0, track1_17 -> track1_21
a1_4 : 0, track1_17 -> track1_25
a1_5 : 0, track1_17 -> track1_17
a1_6 : 0, track1_17 -> track1_49
a1_7 : 0, track1_17 -> track1_81
a1_8 : 0, track1_17 -> track1_145
a1_9 : 0, track1_17 -> track1_273

# Tracking state track1_18: mask=18 (popcount=2)
s1 : 0, track1_18 -> rej1
t1 : 2, track1_18 -> acc1
a1_1 : 0, track1_18 -> track1_19
a1_2 : 0, track1_18 -> track1_18
a1_3 : 0, track1_18 -> track1_22
a1_4 : 0, track1_18 -> track1_26
a1_5 : 0, track1_18 -> track1_18
a1_6 : 0, track1_18 -> track1_50
a1_7 : 0, track1_18 -> track1_82
a1_8 : 0, track1_18 -> track1_146
a1_9 : 0, track1_18 -> track1_274

# Tracking state track1_19: mask=19 (popcount=3)
s1 : 0, track1_19 -> rej1
t1 : 3, track1_19 -> acc1
a1_1 : 0, track1_19 -> track1_19
a1_2 : 0, track1_19 -> track1_19
a1_3 : 0, track1_19 -> track1_23
a1_4 : 0, track1_19 -> track1_27
a1_5 : 0, track1_19 -> track1_19
a1_6 : 0, track1_19 -> track1_51
a1_7 : 0, track1_19 -> track1_83
a1_8 : 0, track1_19 -> track1_147
a1_9 : 0, track1_19 -> track1_275

# Tracking state track1_20: mask=20 (popcount=2)
s1 : 0, track1_20 -> rej1
t1 : 2, track1_20 -> acc1
a1_1 : 0, track1_20 -> track1_21
a1_2 : 0, track1_20 -> track1_22
a1_3 : 0, track1_20 -> track1_20
a1_4 : 0, track1_20 -> track1_28
a1_5 : 0, track1_20 -> track1_20
a1_6 : 0, track1_20 -> track1_52
a1_7 : 0, track1_20 -> track1_84
a1_8 : 0, track1_20 -> track1_148
a1_9 : 0, track1_20 -> track1_276

# Tracking state track1_21: mask=21 (popcount=3)
s1 : 0, track1_21 -> rej1
t1 : 3, track1_21 -> acc1
a1_1 : 0, track1_21 -> track1_21
a1_2 : 0, track1_21 -> track1_23
a1_3 : 0, track1_21 -> track1_21
a1_4 : 0, track1_21 -> track1_29
a1_5 : 0, track1_21 -> track1_21
a1_6 : 0, track1_21 -> track1_53
a1_7 : 0, track1_21 -> track1_85
a1_8 : 0, track1_21 -> track1_149
a1_9 : 0, track1_21 -> track1_277

# Tracking state track1_22: mask=22 (popcount=3)
s1 : 0, track1_22 -> rej1
t1 : 3, track1_22 -> acc1
a1_1 : 0, track1_22 -> track1_23
a1_2 : 0, track1_22 -> track1_22
a1_3 : 0, track1_22 -> track1_22
a1_4 : 0, track1_22 -> track1_30
a1_5 : 0, track1_22 -> track1_22
a1_6 : 0, track1_22 -> track1_54
a1_7 : 0, track1_22 -> track1_86
a1_8 : 0, track1_22 -> track1_150
a1_9 : 0, track1_22 -> track1_278

# Tracking state track1_23: mask=23 (popcount=4)
s1 : 0, track1_23 -> rej1
t1 : 4, track1_23 -> acc1
a1_1 : 0, track1_23 -> track1_23
a1_2 : 0, track1_23 -> track1_23
a1_3 : 0, track1_23 -> track1_23
a1_4 : 0, track1_23 -> track1_31
a1_5 : 0, track1_23 -> track1_23
a1_6 : 0, track1_23 -> track1_55
a1_7 : 0, track1_23 -> track1_87
a1_8 : 0, track1_23 -> track1_151
a1_9 : 0, track1_23 -> track1_279

# Tracking state track1_24: mask=24 (popcount=2)
s1 : 0, track1_24 -> rej1
t1 : 2, track1_24 -> acc1
a1_1 : 0, track1_24 -> track1_25
a1_2 : 0, track1_24 -> track1_26
a1_3 : 0, track1_24 -> track1_28
a1_4 : 0, track1_24 -> track1_24
a1_5 : 0, track1_24 -> track1_24
a1_6 : 0, track1_24 -> track1_56
a1_7 : 0, track1_24 -> track1_88
a1_8 : 0, track1_24 -> track1_152
a1_9 : 0, track1_24 -> track1_280

# Tracking state track1_25: mask=25 (popcount=3)
s1 : 0, track1_25 -> rej1
t1 : 3, track1_25 -> acc1
a1_1 : 0, track1_25 -> track1_25
a1_2 : 0, track1_25 -> track1_27
a1_3 : 0, track1_25 -> track1_29
a1_4 : 0, track1_25 -> track1_25
a1_5 : 0, track1_25 -> track1_25
a1_6 : 0, track1_25 -> track1_57
a1_7 : 0, track1_25 -> track1_89
a1_8 : 0, track1_25 -> track1_153
a1_9 : 0, track1_25 -> track1_281

# Tracking state track1_26: mask=26 (popcount=3)
s1 : 0, track1_26 -> rej1
t1 : 3, track1_26 -> acc1
a1_1 : 0, track1_26 -> track1_27
a1_2 : 0, track1_26 -> track1_26
a1_3 : 0, track1_26 -> track1_30
a1_4 : 0, track1_26 -> track1_26
a1_5 : 0, track1_26 -> track1_26
a1_6 : 0, track1_26 -> track1_58
a1_7 : 0, track1_26 -> track1_90
a1_8 : 0, track1_26 -> track1_154
a1_9 : 0, track1_26 -> track1_282

# Tracking state track1_27: mask=27 (popcount=4)
s1 : 0, track1_27 -> rej1
t1 : 4, track1_27 -> acc1
a1_1 : 0, track1_27 -> track1_27
a1_2 : 0, track1_27 -> track1_27
a1_3 : 0, track1_27 -> track1_31
a1_4 : 0, track1_27 -> track1_27
a1_5 : 0, track1_27 -> track1_27
a1_6 : 0, track1_27 -> track1_59
a1_7 : 0, track1_27 -> track1_91
a1_8 : 0, track1_27 -> track1_155
a1_9 : 0, track1_27 -> track1_283

# Tracking state track1_28: mask=28 (popcount=3)
s1 : 0, track1_28 -> rej1
t1 : 3, track1_28 -> acc1
a1_1 : 0, track1_28 -> track1_29
a1_2 : 0, track1_28 -> track1_30
a1_3 : 0, track1_28 -> track1_28
a1_4 : 0, track1_28 -> track1_28
a1_5 : 0, track1_28 -> track1_28
a1_6 : 0, track1_28 -> track1_60
a1_7 : 0, track1_28 -> track1_92
a1_8 : 0, track1_28 -> track1_156
a1_9 : 0, track1_28 -> track1_284

# Tracking state track1_29: mask=29 (popcount=4)
s1 : 0, track1_29 -> rej1
t1 : 4, track1_29 -> acc1
a1_1 : 0, track1_29 -> track1_29
a1_2 : 0, track1_29 -> track1_31
a1_3 : 0, track1_29 -> track1_29
a1_4 : 0, track1_29 -> track1_29
a1_5 : 0, track1_29 -> track1_29
a1_6 : 0, track1_29 -> track1_61
a1_7 : 0, track1_29 -> track1_93
a1_8 : 0, track1_29 -> track1_157
a1_9 : 0, track1_29 -> track1_285

# Tracking state track1_30: mask=30 (popcount=4)
s1 : 0, track1_30 -> rej1
t1 : 4, track1_30 -> acc1
a1_1 : 0, track1_30 -> track1_31
a1_2 : 0, track1_30 -> track1_30
a1_3 : 0, track1_30 -> track1_30
a1_4 : 0, track1_30 -> track1_30
a1_5 : 0, track1_30 -> track1_30
a1_6 : 0, track1_30 -> track1_62
a1_7 : 0, track1_30 -> track1_94
a1_8 : 0, track1_30 -> track1_158
a1_9 : 0, track1_30 -> track1_286

# Tracking state track1_31: mask=31 (popcount=5)
s1 : 0, track1_31 -> rej1
t1 : 5, track1_31 -> acc1
a1_1 : 0, track1_31 -> track1_31
a1_2 : 0, track1_31 -> track1_31
a1_3 : 0, track1_31 -> track1_31
a1_4 : 0, track1_31 -> track1_31
a1_5 : 0, track1_31 -> track1_31
a1_6 : 0, track1_31 -> track1_63
a1_7 : 0, track1_31 -> track1_95
a1_8 : 0, track1_31 -> track1_159
a1_9 : 0, track1_31 -> track1_287

# Tracking state track1_32: mask=32 (popcount=1)
s1 : 0, track1_32 -> rej1
t1 : 1, track1_32 -> acc1
a1_1 : 0, track1_32 -> track1_33
a1_2 : 0, track1_32 -> track1_34
a1_3 : 0, track1_32 -> track1_36
a1_4 : 0, track1_32 -> track1_40
a1_5 : 0, track1_32 -> track1_48
a1_6 : 0, track1_32 -> track1_32
a1_7 : 0, track1_32 -> track1_96
a1_8 : 0, track1_32 -> track1_160
a1_9 : 0, track1_32 -> track1_288

# Tracking state track1_33: mask=33 (popcount=2)
s1 : 0, track1_33 -> rej1
t1 : 2, track1_33 -> acc1
a1_1 : 0, track1_33 -> track1_33
a1_2 : 0, track1_33 -> track1_35
a1_3 : 0, track1_33 -> track1_37
a1_4 : 0, track1_33 -> track1_41
a1_5 : 0, track1_33 -> track1_49
a1_6 : 0, track1_33 -> track1_33
a1_7 : 0, track1_33 -> track1_97
a1_8 : 0, track1_33 -> track1_161
a1_9 : 0, track1_33 -> track1_289

# Tracking state track1_34: mask=34 (popcount=2)
s1 : 0, track1_34 -> rej1
t1 : 2, track1_34 -> acc1
a1_1 : 0, track1_34 -> track1_35
a1_2 : 0, track1_34 -> track1_34
a1_3 : 0, track1_34 -> track1_38
a1_4 : 0, track1_34 -> track1_42
a1_5 : 0, track1_34 -> track1_50
a1_6 : 0, track1_34 -> track1_34
a1_7 : 0, track1_34 -> track1_98
a1_8 : 0, track1_34 -> track1_162
a1_9 : 0, track1_34 -> track1_290

# Tracking state track1_35: mask=35 (popcount=3)
s1 : 0, track1_35 -> rej1
t1 : 3, track1_35 -> acc1
a1_1 : 0, track1_35 -> track1_35
a1_2 : 0, track1_35 -> track1_35
a1_3 : 0, track1_35 -> track1_39
a1_4 : 0, track1_35 -> track1_43
a1_5 : 0, track1_35 -> track1_51
a1_6 : 0, track1_35 -> track1_35
a1_7 : 0, track1_35 -> track1_99
a1_8 : 0, track1_35 -> track1_163
a1_9 : 0, track1_35 -> track1_291

# Tracking state track1_36: mask=36 (popcount=2)
s1 : 0, track1_36 -> rej1
t1 : 2, track1_36 -> acc1
a1_1 : 0, track1_36 -> track1_37
a1_2 : 0, track1_36 -> track1_38
a1_3 : 0, track1_36 -> track1_36
a1_4 : 0, track1_36 -> track1_44
a1_5 : 0, track1_36 -> track1_52
a1_6 : 0, track1_36 -> track1_36
a1_7 : 0, track1_36 -> track1_100
a1_8 : 0, track1_36 -> track1_164
a1_9 : 0, track1_36 -> track1_292

# Tracking state track1_37: mask=37 (popcount=3)
s1 : 0, track1_37 -> rej1
t1 : 3, track1_37 -> acc1
a1_1 : 0, track1_37 -> track1_37
a1_2 : 0, track1_37 -> track1_39
a1_3 : 0, track1_37 -> track1_37
a1_4 : 0, track1_37 -> track1_45
a1_5 : 0, track1_37 -> track1_53
a1_6 : 0, track1_37 -> track1_37
a1_7 : 0, track1_37 -> track1_101
a1_8 : 0, track1_37 -> track1_165
a1_9 : 0, track1_37 -> track1_293

# Tracking state track1_38: mask=38 (popcount=3)
s1 : 0, track1_38 -> rej1
t1 : 3, track1_38 -> acc1
a1_1 : 0, track1_38 -> track1_39
a1_2 : 0, track1_38 -> track1_38
a1_3 : 0, track1_38 -> track1_38
a1_4 : 0, track1_38 -> track1_46
a1_5 : 0, track1_38 -> track1_54
a1_6 : 0, track1_38 -> track1_38
a1_7 : 0, track1_38 -> track1_102
a1_8 : 0, track1_38 -> track1_166
a1_9 : 0, track1_38 -> track1_294

# Tracking state track1_39: mask=39 (popcount=4)
s1 : 0, track1_39 -> rej1
t1 : 4, track1_39 -> acc1
a1_1 : 0, track1_39 -> track1_39
a1_2 : 0, track1_39 -> track1_39
a1_3 : 0, track1_39 -> track1_39
a1_4 : 0, track1_39 -> track1_47
a1_5 : 0, track1_39 -> track1_55
a1_6 : 0, track1_39 -> track1_39
a1_7 : 0, track1_39 -> track1_103
a1_8 : 0, track1_39 -> track1_167
a1_9 : 0, track1_39 -> track1_295

# Tracking state track1_40: mask=40 (popcount=2)
s1 : 0, track1_40 -> rej1
t1 : 2, track1_40 -> acc1
a1_1 : 0, track1_40 -> track1_41
a1_2 : 0, track1_40 -> track1_42
a1_3 : 0, track1_40 -> track1_44
a1_4 : 0, track1_40 -> track1_40
a1_5 : 0, track1_40 -> track1_56
a1_6 : 0, track1_40 -> track1_40
a1_7 : 0, track1_40 -> track1_104
a1_8 : 0, track1_40 -> track1_168
a1_9 : 0, track1_40 -> track1_296

# Tracking state track1_41: mask=41 (popcount=3)
s1 : 0, track1_41 -> rej1
t1 : 3, track1_41 -> acc1
a1_1 : 0, track1_41 -> track1_41
a1_2 : 0, track1_41 -> track1_43
a1_3 : 0, track1_41 -> track1_45
a1_4 : 0, track1_41 -> track1_41
a1_5 : 0, track1_41 -> track1_57
a1_6 : 0, track1_41 -> track1_41
a1_7 : 0, track1_41 -> track1_105
a1_8 : 0, track1_41 -> track1_169
a1_9 : 0, track1_41 -> track1_297

# Tracking state track1_42: mask=42 (popcount=3)
s1 : 0, track1_42 -> rej1
t1 : 3, track1_42 -> acc1
a1_1 : 0, track1_42 -> track1_43
a1_2 : 0, track1_42 -> track1_42
a1_3 : 0, track1_42 -> track1_46
a1_4 : 0, track1_42 -> track1_42
a1_5 : 0, track1_42 -> track1_58
a1_6 : 0, track1_42 -> track1_42
a1_7 : 0, track1_42 -> track1_106
a1_8 : 0, track1_42 -> track1_170
a1_9 : 0, track1_42 -> track1_298

# Tracking state track1_43: mask=43 (popcount=4)
s1 : 0, track1_43 -> rej1
t1 : 4, track1_43 -> acc1
a1_1 : 0, track1_43 -> track1_43
a1_2 : 0, track1_43 -> track1_43
a1_3 : 0, track1_43 -> track1_47
a1_4 : 0, track1_43 -> track1_43
a1_5 : 0, track1_43 -> track1_59
a1_6 : 0, track1_43 -> track1_43
a1_7 : 0, track1_43 -> track1_107
a1_8 : 0, track1_43 -> track1_171
a1_9 : 0, track1_43 -> track1_299

# Tracking state track1_44: mask=44 (popcount=3)
s1 : 0, track1_44 -> rej1
t1 : 3, track1_44 -> acc1
a1_1 : 0, track1_44 -> track1_45
a1_2 : 0, track1_44 -> track1_46
a1_3 : 0, track1_44 -> track1_44
a1_4 : 0, track1_44 -> track1_44
a1_5 : 0, track1_44 -> track1_60
a1_6 : 0, track1_44 -> track1_44
a1_7 : 0, track1_44 -> track1_108
a1_8 : 0, track1_44 -> track1_172
a1_9 : 0, track1_44 -> track1_300

# Tracking state track1_45: mask=45 (popcount=4)
s1 : 0, track1_45 -> rej1
t1 : 4, track1_45 -> acc1
a1_1 : 0, track1_45 -> track1_45
a1_2 : 0, track1_45 -> track1_47
a1_3 : 0, track1_45 -> track1_45
a1_4 : 0, track1_45 -> track1_45
a1_5 : 0, track1_45 -> track1_61
a1_6 : 0, track1_45 -> track1_45
a1_7 : 0, track1_45 -> track1_109
a1_8 : 0, track1_45 -> track1_173
a1_9 : 0, track1_45 -> track1_301

# Tracking state track1_46: mask=46 (popcount=4)
s1 : 0, track1_46 -> rej1
t1 : 4, track1_46 -> acc1
a1_1 : 0, track1_46 -> track1_47
a1_2 : 0, track1_46 -> track1_46
a1_3 : 0, track1_46 -> track1_46
a1_4 : 0, track1_46 -> track1_46
a1_5 : 0, track1_46 -> track1_62
a1_6 : 0, track1_46 -> track1_46
a1_7 : 0, track1_46 -> track1_110
a1_8 : 0, track1_46 -> track1_174
a1_9 : 0, track1_46 -> track1_302

# Tracking state track1_47: mask=47 (popcount=5)
s1 : 0, track1_47 -> rej1
t1 : 5, track1_47 -> acc1
a1_1 : 0, track1_47 -> track1_47
a1_2 : 0, track1_47 -> track1_47
a1_3 : 0, track1_47 -> track1_47
a1_4 : 0, track1_47 -> track1_47
a1_5 : 0, track1_47 -> track1_63
a1_6 : 0, track1_47 -> track1_47
a1_7 : 0, track1_47 -> track1_111
a1_8 : 0, track1_47 -> track1_175
a1_9 : 0, track1_47 -> track1_303

# Tracking state track1_48: mask=48 (popcount=2)
s1 : 0, track1_48 -> rej1
t1 : 2, track1_48 -> acc1
a1_1 : 0, track1_48 -> track1_49
a1_2 : 0, track1_48 -> track1_50
a1_3 : 0, track1_48 -> track1_52
a1_4 : 0, track1_48 -> track1_56
a1_5 : 0, track1_48 -> track1_48
a1_6 : 0, track1_48 -> track1_48
a1_7 : 0, track1_48 -> track1_112
a1_8 : 0, track1_48 -> track1_176
a1_9 : 0, track1_48 -> track1_304

# Tracking state track1_49: mask=49 (popcount=3)
s1 : 0, track1_49 -> rej1
t1 : 3, track1_49 -> acc1
a1_1 : 0, track1_49 -> track1_49
a1_2 : 0, track1_49 -> track1_51
a1_3 : 0, track1_49 -> track1_53
a1_4 : 0, track1_49 -> track1_57
a1_5 : 0, track1_49 -> track1_49
a1_6 : 0, track1_49 -> track1_49
a1_7 : 0, track1_49 -> track1_113
a1_8 : 0, track1_49 -> track1_177
a1_9 : 0, track1_49 -> track1_305

# Tracking state track1_50: mask=50 (popcount=3)
s1 : 0, track1_50 -> rej1
t1 : 3, track1_50 -> acc1
a1_1 : 0, track1_50 -> track1_51
a1_2 : 0, track1_50 -> track1_50
a1_3 : 0, track1_50 -> track1_54
a1_4 : 0, track1_50 -> track1_58
a1_5 : 0, track1_50 -> track1_50
a1_6 : 0, track1_50 -> track1_50
a1_7 : 0, track1_50 -> track1_114
a1_8 : 0, track1_50 -> track1_178
a1_9 : 0, track1_50 -> track1_306

# Tracking state track1_51: mask=51 (popcount=4)
s1 : 0, track1_51 -> rej1
t1 : 4, track1_51 -> acc1
a1_1 : 0, track1_51 -> track1_51
a1_2 : 0, track1_51 -> track1_51
a1_3 : 0, track1_51 -> track1_55
a1_4 : 0, track1_51 -> track1_59
a1_5 : 0, track1_51 -> track1_51
a1_6 : 0, track1_51 -> track1_51
a1_7 : 0, track1_51 -> track1_115
a1_8 : 0, track1_51 -> track1_179
a1_9 : 0, track1_51 -> track1_307

# Tracking state track1_52: mask=52 (popcount=3)
s1 : 0, track1_52 -> rej1
t1 : 3, track1_52 -> acc1
a1_1 : 0, track1_52 -> track1_53
a1_2 : 0, track1_52 -> track1_54
a1_3 : 0, track1_52 -> track1_52
a1_4 : 0, track1_52 -> track1_60
a1_5 : 0, track1_52 -> track1_52
a1_6 : 0, track1_52 -> track1_52
a1_7 : 0, track1_52 -> track1_116
a1_8 : 0, track1_52 -> track1_180
a1_9 : 0, track1_52 -> track1_308

